type,name,damage,element_buildup,element_type,affinity_mod,defense_mod,special,skills,level_1_decoration_slots,level_2_decoration_slots,level_3_decoration_slots,sharpness_base_red,sharpness_base_orange,sharpness_base_yellow,sharpness_base_green,sharpness_base_blue,sharpness_base_white,sharpness_base_purple,sharpness_max_red,sharpness_max_orange,sharpness_max_yellow,sharpness_max_green,sharpness_max_blue,sharpness_max_white,sharpness_max_purple
Charge Blade,Chthonian Flame I,140,26,Dragon,+10,0,Element Phial,Offensive Guard +2,1,0,0,10,10,16,14,0,0,0,10,10,16,24,0,0,0
Charge Blade,Chthonian Flame II,170,31,Dragon,+10,0,Element Phial,Offensive Guard +3,2,1,0,10,10,14,16,10,0,0,10,10,14,16,20,0,0
Charge Blade,Bequeathed Enmity,210,35,Dragon,+10,0,Element Phial,Offensive Guard +3,3,2,1,10,10,16,16,20,8,0,10,10,16,16,20,8,0
Charge Blade,G. Veldian Labrys I,170,14,Dragon,-10,0,Impact Phial,Guard +2,1,1,0,20,6,18,6,0,0,0,20,6,18,16,0,0,0
Charge Blade,G. Veldian Labrys II,210,17,Dragon,-10,0,Impact Phial,Guard +2,2,2,0,20,12,18,10,0,0,0,20,12,18,12,8,0,0
Charge Blade,G. Abiding Gawain,240,20,Dragon,-10,0,Impact Phial,Guard +2,3,3,1,20,14,10,16,10,0,0,20,14,10,16,12,8,0
Charge Blade,Poison Blade I,180,26,Poison,0,0,Impact Phial,"Punishing Draw +2,Critical Draw +1",2,1,0,18,10,20,12,0,0,0,18,10,20,22,0,0,0
Charge Blade,Poison Blade II,200,29,Poison,0,0,Impact Phial,"Punishing Draw +2,Critical Draw +2",2,1,0,18,10,14,12,6,0,0,18,10,14,12,16,0,0
Charge Blade,Venom's Kiss,230,35,Poison,0,0,Impact Phial,"Punishing Draw +3,Critical Draw +2",3,2,1,18,10,20,12,10,0,0,18,10,20,12,20,0,0
Charge Blade,Dear Lutemis I,160,14,Poison,+15,0,Impact Phial,"Critical Status +2,Poison Duration Up +1",2,1,0,10,14,8,20,8,0,0,10,14,8,20,18,0,0
Charge Blade,Dear Lutemis II,190,17,Poison,+15,0,Impact Phial,"Critical Status +3,Poison Duration Up +1",3,2,0,8,16,8,24,6,8,0,8,16,8,24,6,18,0
Charge Blade,Dear Lutemia,210,20,Poison,+15,0,Impact Phial,"Critical Status +3,Poison Duration Up +1",3,2,1,8,16,6,22,6,12,0,8,16,6,22,6,22,0
Charge Blade,Axelion Blade I,190,29,Fire,+10,0,Element Phial,Critical Boost +3,2,1,0,20,14,10,6,10,0,0,20,14,10,6,20,0,0
Charge Blade,Bardichion Blade,210,35,Fire,+10,0,Element Phial,Critical Boost +3,3,2,1,20,14,10,8,10,8,0,20,14,10,8,10,18,0
Charge Blade,Elendskraft I,180,22,Dragon,+20,0,Impact Phial,Critical Element +3,3,2,0,10,14,16,14,8,8,0,10,14,16,14,8,18,0
Charge Blade,Leidenskraft,210,25,Dragon,+20,0,Impact Phial,Critical Element +3,3,2,1,10,10,16,12,8,14,0,10,10,16,12,8,24,0
Charge Blade,Veldian Labrys I,200,32,Dragon,0,0,Impact Phial,Guard +3,3,2,0,10,10,10,16,18,6,0,10,10,10,16,18,16,0
Charge Blade,Artian Defender I,170,23,N/A,+5,0,Impact Phial,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Charge Blade,Artian Defender II,180,23,N/A,+5,0,Impact Phial,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Charge Blade,Chrono Gear,190,27,N/A,+5,0,Impact Phial,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Charge Blade,Esperanza Strongarm,210,0,N/A,0,0,Impact Phial,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,12,12,8,16,0,10,12,12,12,8,26,0
Charge Blade,Shrouded Kutharja,220,0,N/A,0,15,Impact Phial,"Guard +3,Artillery +1",3,2,1,12,4,20,18,16,0,0,12,4,20,18,18,8,0
Charge Blade,Abiding Gawain,220,35,Dragon,0,0,Impact Phial,Guard +3,3,2,1,10,10,10,14,16,10,0,10,10,10,14,16,20,0
Insect Glaive,Hope Glaive I,90,0,N/A,0,0,,,0,0,0,10,10,8,12,0,0,0,10,10,8,22,0,0,0
Insect Glaive,Hope Glaive II,100,0,N/A,0,0,,Speed Sharpening +1,0,0,0,8,10,8,14,0,0,0,8,10,8,24,0,0,0
Insect Glaive,Hope Glaive III,130,0,N/A,0,0,,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,10,18,0,0,0,10,12,10,28,0,0,0
Insect Glaive,Hope Glaive IV,160,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,12,14,12,0,0,10,12,12,14,22,0,0
Insect Glaive,Hope Glaive V,190,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,10,16,10,12,0,10,12,10,16,10,22,0
Insect Glaive,Bone Staff I,110,0,N/A,0,0,,Focus +1,0,0,0,10,14,16,0,0,0,0,10,14,24,2,0,0,0
Insect Glaive,Bone Staff II,130,0,N/A,0,0,,"Focus +1,Attack Boost +1",0,0,0,10,8,22,0,0,0,0,10,8,26,6,0,0,0
Insect Glaive,Bone Staff III,170,0,N/A,0,0,,"Focus +2,Attack Boost +1",1,0,0,10,12,20,8,0,0,0,10,12,20,18,0,0,0
Insect Glaive,Bone Staff IV,200,0,N/A,0,0,,"Focus +3,Attack Boost +1",2,1,0,10,12,16,22,0,0,0,10,12,16,32,0,0,0
Insect Glaive,Aerial Glaive,230,0,N/A,0,0,,"Focus +3,Attack Boost +1",3,2,1,10,12,12,14,22,0,0,10,12,12,14,32,0,0
Insect Glaive,Iron Gale I,120,0,N/A,0,0,,Critical Draw +1,0,0,0,4,8,18,10,0,0,0,4,8,18,20,0,0,0
Insect Glaive,Iron Gale II,160,0,N/A,0,0,,Critical Draw +2,1,1,0,4,12,18,16,0,0,0,4,12,18,26,0,0,0
Insect Glaive,Iron Gale III,190,0,N/A,0,0,,Critical Draw +2,2,2,0,4,14,18,12,12,0,0,4,14,18,12,22,0,0
Insect Glaive,Chrome Gale,220,0,N/A,0,0,,Critical Draw +3,3,3,1,4,12,18,14,10,12,0,4,12,18,14,10,22,0
Insect Glaive,Chata Glaive I,110,0,N/A,0,15,,Power Prolonger +1,0,0,0,10,2,22,6,0,0,0,10,2,22,16,0,0,0
Insect Glaive,Chata Glaive II,150,0,N/A,0,15,,Power Prolonger +2,0,0,0,16,2,24,8,0,0,0,16,2,24,18,0,0,0
Insect Glaive,Chata Glaive III,180,0,N/A,0,15,,Power Prolonger +2,2,1,0,14,4,22,16,4,0,0,14,4,22,16,14,0,0
Insect Glaive,Chata Glaive IV,210,0,N/A,0,15,,Power Prolonger +3,3,2,0,12,2,24,20,12,0,0,12,2,24,20,22,0,0
Insect Glaive,Barina Perche I,100,10,Paralysis,+10,0,,Critical Draw +1,0,0,0,10,8,8,14,0,0,0,10,8,8,24,0,0,0
Insect Glaive,Barina Perche II,120,12,Paralysis,+10,0,,"Critical Draw +1,Critical Status +1",0,0,0,14,8,6,22,0,0,0,14,8,6,32,0,0,0
Insect Glaive,Barina Perche III,150,15,Paralysis,+15,0,,"Critical Draw +1,Critical Status +1",2,1,0,14,8,6,20,12,0,0,14,8,6,20,22,0,0
Insect Glaive,Barina Perche IV,180,17,Paralysis,+15,0,,"Critical Draw +2,Critical Status +1",3,2,0,14,8,6,18,12,12,0,14,8,6,18,12,22,0
Insect Glaive,Lala Stromatopelm,200,20,Paralysis,+15,0,,"Critical Draw +2,Critical Status +1",3,2,1,14,8,6,12,8,22,0,14,8,6,12,8,32,0
Insect Glaive,Balahara Glaive I,110,10,Water,+10,0,,Power Prolonger +1,0,0,0,6,6,18,10,0,0,0,6,6,18,20,0,0,0
Insect Glaive,Balahara Glaive II,150,12,Water,+10,0,,Power Prolonger +2,1,0,0,8,6,20,16,0,0,0,8,6,20,26,0,0,0
Insect Glaive,Balahara Glaive III,160,15,Water,+10,0,,Power Prolonger +2,2,1,0,6,6,22,18,8,0,0,6,6,22,18,18,0,0
Insect Glaive,Balahara Glaive IV,190,17,Water,+10,0,,Power Prolonger +3,3,2,0,6,6,22,18,14,4,0,6,6,22,18,14,14,0
Insect Glaive,Sandsea Uchaltiya,210,20,Water,+10,0,,Power Prolonger +3,3,2,1,6,6,20,16,14,8,0,6,6,20,16,14,18,0
Insect Glaive,Rey Halilintar I,140,12,Lightning,0,0,,"Focus +1,Charge Master +1",0,0,0,2,2,28,18,0,0,0,2,2,28,28,0,0,0
Insect Glaive,Rey Halilintar II,170,15,Lightning,0,0,,"Focus +1,Charge Master +1",2,1,0,2,2,24,20,12,0,0,2,2,24,20,22,0,0
Insect Glaive,Rey Halilintar III,200,17,Lightning,0,0,,"Focus +2,Charge Master +1",3,2,0,2,2,22,16,16,12,0,2,2,22,16,16,22,0
Insect Glaive,Halilintar Clairglaive,220,20,Lightning,0,0,,"Focus +2,Charge Master +1",3,2,1,2,2,20,14,14,18,0,2,2,20,14,14,28,0
Insect Glaive,Stealth Glaive I,120,12,Sleep,+10,0,,"Charge Master +1,Focus +1",0,0,0,14,8,6,22,0,0,0,14,8,6,32,0,0,0
Insect Glaive,Stealth Glaive II,150,15,Sleep,+15,0,,"Charge Master +1,Focus +1",2,1,0,14,8,6,20,12,0,0,14,8,6,20,22,0,0
Insect Glaive,Stealth Glaive III,180,17,Sleep,+15,0,,"Charge Master +2,Focus +1",3,2,0,14,8,6,18,12,12,0,14,8,6,18,12,22,0
Insect Glaive,Stealth Glaive Redux,200,20,Sleep,+15,0,,"Charge Master +2,Focus +1",3,2,1,14,8,6,12,8,22,0,14,8,6,12,8,32,0
Insect Glaive,Ajara Trident I,130,12,Blast,+10,0,,Power Prolonger +2,0,0,0,10,12,14,14,0,0,0,10,12,14,24,0,0,0
Insect Glaive,Ajara Trident II,180,15,Blast,+10,0,,Power Prolonger +3,2,1,0,10,12,18,8,12,0,0,10,12,18,8,22,0,0
Insect Glaive,Ajara-Bhadra,210,18,Blast,+10,0,,Power Prolonger +3,3,2,1,10,12,10,18,8,12,0,10,12,10,18,8,22,0
Insect Glaive,Guardian Rathmaul I,160,12,Fire,+15,0,,"Master's Touch +1,Critical Element +1",1,0,0,10,18,12,10,0,0,0,10,18,12,20,0,0,0
Insect Glaive,Guardian Rathmaul II,180,17,Fire,+15,0,,"Master's Touch +1,Critical Element +1",2,1,0,10,20,10,10,10,0,0,10,20,10,10,14,6,0
Insect Glaive,Alabaster Rathmaul,210,20,Fire,+15,0,,"Master's Touch +1,Critical Element +1",3,2,1,10,26,10,10,8,6,0,10,26,10,10,8,16,0
Insect Glaive,Jin Dhachhad,190,32,Ice,0,0,,Power Prolonger +3,3,2,0,8,8,6,20,22,6,0,8,8,6,20,22,16,0
Insect Glaive,Precipice Geumgel,210,35,Ice,0,0,,Power Prolonger +3,3,2,1,8,8,4,16,24,10,0,8,8,4,16,24,20,0
Insect Glaive,Chthonian Vajra I,140,16,Dragon,+10,0,,Focus +2,1,0,0,10,10,14,16,0,0,0,10,10,14,26,0,0,0
Insect Glaive,Chthonian Vajra II,170,21,Dragon,+10,0,,Focus +3,2,1,0,10,10,14,14,12,0,0,10,10,14,14,22,0,0
Insect Glaive,Bequeathed Testament,210,25,Dragon,+10,0,,Focus +3,3,2,1,10,10,16,16,18,10,0,10,10,16,16,18,10,0
Insect Glaive,G. Veldian Trudis I,170,12,Dragon,-10,0,,Power Prolonger +2,1,1,0,20,6,16,8,0,0,0,20,6,16,18,0,0,0
Insect Glaive,G. Veldian Trudis II,210,15,Dragon,-10,0,,Power Prolonger +2,2,2,0,20,12,16,12,0,0,0,20,12,16,14,8,0,0
Insect Glaive,G. Enduring Tor,240,18,Dragon,-10,0,,Power Prolonger +2,3,3,1,20,14,10,14,12,0,0,20,14,10,14,14,8,0
Insect Glaive,Kut-Ku Pike I,180,26,Fire,0,0,,Power Prolonger +2,2,1,0,18,20,10,12,0,0,0,18,20,10,16,6,0,0
Insect Glaive,Kut-Ku Pike II,210,32,Fire,0,0,,Power Prolonger +3,3,2,0,20,22,6,14,8,0,0,20,22,6,14,12,6,0
Insect Glaive,Toucan Pike,220,35,Fire,0,0,,Power Prolonger +3,3,2,1,20,24,4,12,10,0,0,20,24,4,12,12,8,0
Insect Glaive,Princess Regalia I,160,12,Poison,+15,0,,"Critical Status +2,Poison Duration Up +1",2,1,0,10,14,8,18,10,0,0,10,14,8,18,20,0,0
Insect Glaive,Princess Regalia II,190,15,Poison,+15,0,,"Critical Status +3,Poison Duration Up +1",3,2,0,8,16,8,22,6,10,0,8,16,8,22,6,20,0
Insect Glaive,Queen Regalia,210,18,Poison,+15,0,,"Critical Status +3,Poison Duration Up +1",3,2,1,8,16,6,20,6,14,0,8,16,6,20,6,24,0
Insect Glaive,Rising Fulgur I,180,21,Lightning,+15,0,,Critical Element +3,2,1,0,8,20,20,12,0,0,0,8,20,20,14,8,0,0
Insect Glaive,Fulgurglaive Guardiana,210,25,Lightning,+15,0,,Critical Element +3,3,2,1,8,18,24,8,12,0,0,8,18,24,8,12,10,0
Insect Glaive,Blizzard Glaive I,200,14,Ice,-10,0,,Focus +3,2,1,0,10,6,18,16,10,0,0,10,6,18,16,20,0,0
Insect Glaive,Immaculate Blizzard,230,18,Ice,-10,0,,Focus +3,3,2,1,10,6,18,16,10,10,0,10,6,18,16,10,20,0
Insect Glaive,Graviafaren I,220,19,Blast,-15,30,,Punishing Draw +3,2,2,0,18,14,16,12,0,0,0,18,14,16,18,4,0,0
Insect Glaive,Gravordius,250,25,Blast,-15,30,,Punishing Draw +3,3,3,1,16,14,14,14,12,0,0,16,14,14,14,22,0,0
Insect Glaive,Rathmaul I,180,21,Fire,+10,0,,Critical Boost +3,2,1,0,20,14,8,6,12,0,0,20,14,8,6,22,0,0
Insect Glaive,Firedance Rathmaul,200,25,Fire,+10,0,,Critical Boost +3,3,2,1,20,14,10,8,8,10,0,20,14,10,8,8,20,0
Insect Glaive,Leumundslist,180,16,Dragon,+20,0,,Critical Element +3,3,2,0,10,16,16,12,6,10,0,10,16,16,12,6,20,0
Insect Glaive,Leumundsgift,200,20,Dragon,+20,0,,Critical Element +3,3,2,1,10,10,18,10,6,16,0,10,10,18,10,6,26,0
Insect Glaive,Veldian Trudis I,200,22,Dragon,0,0,,Power Prolonger +3,3,2,0,10,10,10,16,16,8,0,10,10,10,16,16,18,0
Insect Glaive,Artian Glaive I,170,22,N/A,+5,0,,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Insect Glaive,Artian Glaive II,180,22,N/A,+5,0,,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Insect Glaive,Diprielcha,190,26,N/A,+5,0,,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Insect Glaive,Esperanza Glaive,210,0,N/A,0,0,,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,10,12,8,18,0,10,12,10,12,8,28,0
Insect Glaive,Shrouded Laphoka,230,0,N/A,0,15,,Power Prolonger +3,3,2,1,12,2,20,18,18,0,0,12,2,20,18,18,10,0
Insect Glaive,Enduring Tor,220,25,Dragon,0,0,,Power Prolonger +3,3,2,1,10,10,10,14,14,12,0,10,10,10,14,14,22,0
Bow,Hope Bow I,90,0,N/A,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hope Bow II,100,0,N/A,0,0,,Ballistics +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hope Bow III,130,0,N/A,0,0,,"Ballistics +1,Critical Eye +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hope Bow IV,160,0,N/A,0,0,,"Ballistics +2,Critical Eye +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hope Bow V,190,0,N/A,0,0,,"Ballistics +3,Critical Eye +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Nihil Bow I,160,11,Water,0,0,,Focus +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Nihil Bow II,190,13,Water,0,0,,Focus +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Bookwilthe's Punisher,230,15,Water,0,0,,Focus +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Rey Perkonis I,140,9,Lightning,0,0,,"Focus +1,Special Ammo Boost +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Rey Perkonis II,170,11,Lightning,0,0,,"Focus +1,Special Ammo Boost +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Rey Perkonis III,200,13,Lightning,0,0,,"Focus +2,Special Ammo Boost +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Perkonis Clairbow,220,15,Lightning,0,0,,"Focus +2,Special Ammo Boost +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Windbrace Bow I,140,9,Ice,0,0,,"Focus +2,Airborne +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Windbrace Bow II,170,11,Ice,0,0,,"Focus +2,Airborne +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Windbrace Bow III,200,13,Ice,0,0,,"Focus +3,Airborne +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Windbrace Ibami,220,15,Ice,0,0,,"Focus +3,Airborne +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Quematrice Arco I,100,7,Fire,+5,0,,Focus +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Quematrice Arco II,140,9,Fire,+5,0,,Focus +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Quematrice Arco III,170,11,Fire,+5,0,,Focus +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Quematrice Arco IV,210,13,Fire,+5,0,,Focus +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Firetrail Leviora,220,15,Fire,+5,0,,Focus +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dragon Perforator I,120,0,N/A,0,0,,Tetrad Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dragon Perforator II,160,0,N/A,0,0,,Tetrad Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dragon Perforator III,190,0,N/A,0,0,,Tetrad Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,True Dragon Perforator,220,0,N/A,0,0,,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Albirath Bow I,160,11,Fire,+15,0,,"Critical Element +1,Ballistics +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Albirath Bow II,180,13,Fire,+15,0,,"Critical Element +2,Ballistics +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Solar Spicule,210,15,Fire,+15,0,,"Critical Element +2,Ballistics +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Prominence Bow I,180,16,Fire,+10,0,,Critical Boost +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dark Filament,200,20,Fire,+10,0,,Critical Boost +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Queen Blaster I,160,11,Fire,+15,0,,"Tetrad Shot +2,Poison Duration Up +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Queen Blaster II,190,13,Fire,+15,0,,"Tetrad Shot +3,Poison Duration Up +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Queen's Melody,210,15,Fire,+15,0,,"Tetrad Shot +3,Poison Duration Up +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Scylla Fist I,120,0,N/A,+20,0,,"Charge Master +1,Focus +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Scylla Fist II,150,0,N/A,+20,0,,"Charge Master +1,Focus +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Scylla Fist III,180,0,N/A,+20,0,,"Charge Master +2,Focus +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Nershock,210,0,N/A,+20,0,,"Charge Master +2,Focus +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dosha Fearbringer I,140,0,N/A,-5,20,,Stamina Thief +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dosha Fearbringer II,180,0,N/A,-5,20,,Stamina Thief +2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dosha Fearbringer III,210,0,N/A,-5,20,,Stamina Thief +3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dosha Griefbringer I,180,0,N/A,-15,0,,"Ballistics +1,Special Ammo Boost +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Dosha Griefbringer II,220,0,N/A,-15,0,,"Ballistics +2,Special Ammo Boost +1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Griefbringer Urstox,250,0,N/A,-15,0,,"Ballistics +2,Special Ammo Boost +1",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hunter's Bow I,110,0,N/A,0,0,,Focus +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hunter's Bow II,130,0,N/A,0,0,,"Focus +1,Attack Boost +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hunter's Bow III,170,0,N/A,0,0,,"Focus +2,Attack Boost +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hunter's Bow IV,200,0,N/A,0,0,,"Focus +3,Attack Boost +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Hunter's Stoutbow,230,0,N/A,0,0,,"Focus +3,Attack Boost +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Blinding Fulgur I,180,16,Lightning,+15,0,,Critical Element +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Fulgurbow Guardiana,200,20,Lightning,+15,0,,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Uth Khviluk I,160,10,Water,-20,0,,Tetrad Shot +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Uth Khviluk II,190,14,Water,-20,0,,Tetrad Shot +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Uth Khviluk III,220,17,Water,-20,0,,Tetrad Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Khviluk-of-the-Waves,240,20,Water,-20,0,,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Entbehrung I,180,12,Dragon,+20,0,,Critical Element +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Verzweiflung,210,15,Dragon,+20,0,,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Wild Power Bow I,120,0,N/A,+5,0,,Special Ammo Boost +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Wild Power Bow II,170,0,N/A,+5,0,,"Special Ammo Boost +1,Charge Master +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Wildwood Kalifa,220,0,N/A,+5,0,,"Special Ammo Boost +2,Charge Master +1",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Blan Sharanga I,200,11,Ice,-10,0,,Tetrad Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Singha Sharanga,230,15,Ice,-10,0,,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Kut-Ku Stave I,170,23,Fire,0,0,,Charge Master +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Kut-Ku Stave II,190,27,Fire,0,0,,Charge Master +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Strange Kut-Ku Stave,200,30,Fire,0,0,,Charge Master +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,G. Veldian Arcum I,170,9,Dragon,-10,0,,Focus +2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,G. Veldian Arcum II,210,12,Dragon,-10,0,,Focus +2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,G. Renowned Tristram,240,15,Dragon,-10,0,,Focus +2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Veldian Arcum I,200,16,Dragon,0,0,,Focus +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Artian Sight I,170,18,N/A,+5,0,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Artian Sight II,180,18,N/A,+5,0,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Angelbein,190,21,N/A,+5,0,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Esperanza Bow,220,0,N/A,0,0,,"Ballistics +3,Critical Eye +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Fearbringer Callistox,240,0,N/A,-5,20,,Stamina Thief +3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Renowned Tristram,220,20,Dragon,0,0,,Focus +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Hope Cannon I,90,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Hope Cannon II,100,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,Ballistics +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Hope Cannon III,130,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Ballistics +1,Critical Eye +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Hope Cannon IV,160,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Ballistics +2,Critical Eye +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Hope Cannon V,190,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Ballistics +3,Critical Eye +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Chata Sheller I,110,0,N/A,0,15,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Chata Sheller II,150,0,N/A,0,15,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Chata Sheller III,180,0,N/A,0,15,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
